longitude;latitude;observationId;Temperatura_Media_Anual_GrausC;Precipitacao_Media_Anual_mm;Temperatura_Media_Janeiro_GrausC;Temperatura_Media_Fevereiro_GrausC;Temperatura_Media_Marco_GrausC;Temperatura_Media_Abril_GrausC;Temperatura_Media_Maio_GrausC;Temperatura_Media_Junho_GrausC;Temperatura_Media_Julho_GrausC;Temperatura_Media_Agosto_GrausC;Temperatura_Media_Setembro_GrausC;Temperatura_Media_Outubro_GrausC;Temperatura_Media_Novembro_GrausC;Temperatura_Media_Dezembro_GrausC;Precipitacao_Media_Janeiro_mm;Precipitacao_Media_Fevereiro_mm;Precipitacao_Media_Marco_mm;Precipitacao_Media_Abril_mm;Precipitacao_Media_Maio_mm;Precipitacao_Media_Junho_mm;Precipitacao_Media_Julho_mm;Precipitacao_Media_Agosto_mm;Precipitacao_Media_Setembro_mm;Precipitacao_Media_Outubro_mm;Precipitacao_Media_Novembro_mm;Precipitacao_Media_Dezembro_mm;Capacidade_Armazenamento_Agua_mm;Teor_Argila_Subsolo_%;Teor_Cascalho_Subsolo_%;Teor_Carbono_Organico_Subsolo_%;Teor_Areia_Subsolo_%;Teor_Silte_Subsolo_%;Teor_Argila_Cam_Superior_%;Teor_Cascalho_Cam_Superior_%;Teor_Carbono_Organico_Cam_Superior_%;Teor_Areia_Cam_Superior_%;Teor_Silte_Cam_Superior_%;Classificacao_Clima_KoeppenGeiger;Isotermalidade;Sazonalidade_Temperatura
-42.29;-22.53;6487000.0;23.0;1002.0;25.0;25.0;25.0;23.0;22.0;20.0;20.0;20.0;21.0;22.0;23.0;24.0;12.0;9.0;10.0;8.0;7.0;4.0;3.0;3.0;5.0;8.0;11.0;14.0;150.0;53.1;8.0;0.553;32.6;14.3;29.6;12.4;1.247;51.9;18.5;1.0;0.57;18.22
-42.29;-22.53;6487001.0;23.0;1002.0;25.0;25.0;25.0;23.0;22.0;20.0;20.0;20.0;21.0;22.0;23.0;24.0;12.0;9.0;10.0;8.0;7.0;4.0;3.0;3.0;5.0;8.0;11.0;14.0;150.0;53.1;8.0;0.553;32.6;14.3;29.6;12.4;1.247;51.9;18.5;1.0;0.57;18.22
-42.29;-22.53;6487002.0;23.0;1002.0;25.0;25.0;25.0;23.0;22.0;20.0;20.0;20.0;21.0;22.0;23.0;24.0;12.0;9.0;10.0;8.0;7.0;4.0;3.0;3.0;5.0;8.0;11.0;14.0;150.0;53.1;8.0;0.553;32.6;14.3;29.6;12.4;1.247;51.9;18.5;1.0;0.57;18.22
-42.29;-22.53;6487003.0;23.0;1002.0;25.0;25.0;25.0;23.0;22.0;20.0;20.0;20.0;21.0;22.0;23.0;24.0;12.0;9.0;10.0;8.0;7.0;4.0;3.0;3.0;5.0;8.0;11.0;14.0;150.0;53.1;8.0;0.553;32.6;14.3;29.6;12.4;1.247;51.9;18.5;1.0;0.57;18.22
-44.56;-22.25;6511641.0;17.4;1706.0;20.0;20.0;19.0;17.0;15.0;14.0;13.0;15.0;16.0;17.0;18.0;19.0;30.0;26.0;22.0;9.0;4.0;3.0;2.0;3.0;6.0;14.0;19.0;28.0;120.0;53.1;31.429;10.257;32.6;16.0;35.4;3.9;2.967;50.3;14.3;11.0;0.63;21.45
-42.83;-22.43;6511642.0;22.9;1322.0;25.0;26.0;25.0;23.0;21.0;20.0;19.0;20.0;21.0;22.0;23.0;24.0;18.0;15.0;16.0;9.0;6.0;4.0;3.0;4.0;6.0;11.0;14.0;20.0;132.5;53.1;50.303;0.9909;32.6;14.3;43.25;6.525;18.362;36.05;20.7;2.0;0.57;21.44
-42.83;-22.43;6511646.0;22.9;1322.0;25.0;26.0;25.0;23.0;21.0;20.0;19.0;20.0;21.0;22.0;23.0;24.0;18.0;15.0;16.0;9.0;6.0;4.0;3.0;4.0;6.0;11.0;14.0;20.0;132.5;53.1;50.303;0.9909;32.6;14.3;43.25;6.525;18.362;36.05;20.7;2.0;0.57;21.44
-42.79;-22.49;6511650.0;22.9;1322.0;25.0;26.0;25.0;23.0;21.0;20.0;19.0;20.0;21.0;22.0;23.0;24.0;18.0;15.0;16.0;9.0;6.0;4.0;3.0;4.0;6.0;11.0;14.0;20.0;132.5;53.1;50.303;0.9909;32.6;14.3;43.25;6.525;18.362;36.05;20.7;2.0;0.57;21.44
-42.05;-22.0;6511652.0;19.4;1433.0;22.0;22.0;21.0;19.0;17.0;16.0;16.0;17.0;18.0;19.0;20.0;20.0;22.0;16.0;16.0;9.0;6.0;4.0;2.0;3.0;6.0;12.0;18.0;24.0;115.0;53.1;0.4615;16.646;32.6;14.3;56.9;0.65;24.255;20.2;22.9;1.0;0.6;20.62
-42.05;-22.11;6511668.0;20.3;1368.0;23.0;23.0;22.0;20.0;18.0;17.0;17.0;18.0;19.0;20.0;21.0;21.0;21.0;15.0;15.0;9.0;6.0;4.0;2.0;3.0;6.0;11.0;17.0;22.0;150.0;53.1;10.189;0.9608;50.0;14.3;36.7;10.833;24.128;48.2;15.1;1.0;0.59;19.87
-42.88;-22.28;6511680.0;18.9;1653.0;22.0;22.0;21.0;18.0;16.0;15.0;15.0;16.0;17.0;19.0;19.0;20.0;26.0;20.0;20.0;10.0;6.0;4.0;3.0;4.0;7.0;12.0;18.0;28.0;150.0;53.1;40.377;0.8902;32.6;14.3;29.6;52.167;18.148;51.9;17.2;2.0;0.58;22.01
-44.56;-22.25;6511687.0;17.4;1706.0;20.0;20.0;19.0;17.0;15.0;14.0;13.0;15.0;16.0;17.0;18.0;19.0;30.0;26.0;22.0;9.0;4.0;3.0;2.0;3.0;6.0;14.0;19.0;28.0;120.0;53.1;31.429;10.257;32.6;16.0;35.4;3.9;2.967;50.3;14.3;11.0;0.63;21.45
-44.7;-22.37;6511689.0;19.7;1485.0;22.0;22.0;21.0;20.0;17.0;16.0;15.0;17.0;19.0;20.0;20.0;21.0;26.0;23.0;19.0;7.0;4.0;2.0;2.0;3.0;5.0;13.0;16.0;22.0;150.0;58.7;1.5;1.108;23.7;17.6;52.45;2.2;27.295;29.35;18.2;11.0;0.62;22.42
-44.56;-22.25;6511694.0;17.4;1706.0;20.0;20.0;19.0;17.0;15.0;14.0;13.0;15.0;16.0;17.0;18.0;19.0;30.0;26.0;22.0;9.0;4.0;3.0;2.0;3.0;6.0;14.0;19.0;28.0;120.0;53.1;31.429;10.257;32.6;16.0;35.4;3.9;2.967;50.3;14.3;11.0;0.63;21.45
-43.2;-22.9;6511696.0;22.8;1336.0;25.0;25.0;25.0;23.0;21.0;20.0;19.0;20.0;21.0;22.0;23.0;24.0;16.0;14.0;15.0;13.0;9.0;6.0;5.0;6.0;8.0;11.0;12.0;14.0;150.0;53.1;8.0;0.553;32.6;14.3;29.6;12.4;1.247;51.9;18.5;3.0;0.55;20.62
-43.26;-22.55;6511721.0;23.1;1392.0;26.0;26.0;25.0;23.0;21.0;20.0;20.0;20.0;21.0;22.0;23.0;24.0;18.0;17.0;18.0;12.0;7.0;5.0;4.0;5.0;7.0;11.0;13.0;16.0;150.0;53.1;8.0;0.553;32.6;14.3;29.6;12.4;1.247;51.9;18.5;3.0;0.56;21.56
-42.99;-22.45;6511722.0;23.1;1396.0;26.0;26.0;25.0;23.0;21.0;20.0;19.0;20.0;21.0;22.0;23.0;24.0;19.0;17.0;18.0;10.0;7.0;4.0;4.0;4.0;7.0;11.0;15.0;20.0;132.5;53.1;50.303;0.9909;32.6;14.3;43.25;6.525;18.362;36.05;20.7;3.0;0.57;22.24
-43.41;-22.54;6511728.0;23.0;1456.0;26.0;26.0;25.0;23.0;21.0;20.0;20.0;20.0;21.0;22.0;23.0;24.0;20.0;17.0;19.0;13.0;8.0;5.0;4.0;5.0;8.0;11.0;14.0;18.0;150.0;53.1;8.0;0.553;32.6;14.3;29.6;12.4;1.247;51.9;18.5;3.0;0.58;20.99
-42.72;-22.32;6511758.0;19.7;1515.0;22.0;22.0;21.0;19.0;17.0;16.0;16.0;17.0;18.0;19.0;20.0;21.0;23.0;19.0;18.0;10.0;6.0;4.0;3.0;4.0;6.0;11.0;17.0;25.0;132.5;53.1;50.303;0.9909;32.6;14.3;43.25;6.525;18.362;36.05;20.7;2.0;0.59;21.02
-43.33;-22.91;6511759.0;22.8;1336.0;25.0;25.0;25.0;23.0;21.0;20.0;19.0;20.0;21.0;22.0;23.0;24.0;16.0;14.0;15.0;13.0;9.0;6.0;5.0;6.0;8.0;11.0;12.0;14.0;150.0;53.1;8.0;0.553;32.6;14.3;29.6;12.4;1.247;51.9;18.5;1.0;0.55;20.62
-43.33;-22.91;6511760.0;22.8;1336.0;25.0;25.0;25.0;23.0;21.0;20.0;19.0;20.0;21.0;22.0;23.0;24.0;16.0;14.0;15.0;13.0;9.0;6.0;5.0;6.0;8.0;11.0;12.0;14.0;150.0;53.1;8.0;0.553;32.6;14.3;29.6;12.4;1.247;51.9;18.5;1.0;0.55;20.62
-44.6;-22.44;6511771.0;20.4;1511.0;23.0;23.0;22.0;20.0;18.0;17.0;16.0;18.0;19.0;20.0;21.0;22.0;26.0;24.0;20.0;8.0;3.0;3.0;2.0;3.0;5.0;12.0;17.0;23.0;150.0;58.7;1.5;1.108;23.7;17.6;52.45;2.2;27.295;29.35;18.2;11.0;0.62;22.48
-43.01;-22.44;6511821.0;21.2;1634.0;24.0;24.0;23.0;21.0;19.0;18.0;18.0;18.0;19.0;20.0;21.0;23.0;23.0;20.0;21.0;12.0;7.0;5.0;4.0;5.0;8.0;13.0;17.0;24.0;132.5;53.1;50.303;0.9909;32.6;14.3;43.25;6.525;18.362;36.05;20.7;3.0;0.57;21.91
-44.05;-23.01;6511837.0;23.3;1468.0;26.0;26.0;25.0;23.0;22.0;20.0;20.0;21.0;21.0;22.0;24.0;24.0;21.0;16.0;17.0;13.0;8.0;5.0;4.0;5.0;8.0;11.0;13.0;21.0;150.0;53.1;8.0;0.553;32.6;14.3;29.6;12.4;1.247;51.9;18.5;1.0;0.59;20.36
-44.08;-22.44;6511851.0;20.5;1380.0;23.0;23.0;22.0;20.0;18.0;17.0;17.0;18.0;19.0;20.0;21.0;22.0;24.0;21.0;17.0;7.0;4.0;2.0;2.0;2.0;5.0;11.0;15.0;22.0;150.0;53.9;5.2;0.592;37.0;9.1;36.2;5.1;1.487;52.6;11.2;11.0;0.6;22.66
-44.7;-22.27;6511854.0;15.3;1851.0;17.0;17.0;17.0;15.0;13.0;12.0;11.0;13.0;14.0;15.0;16.0;17.0;32.0;28.0;23.0;9.0;5.0;3.0;2.0;3.0;7.0;15.0;21.0;31.0;120.0;53.1;31.429;10.257;32.6;16.0;35.4;3.9;2.967;50.3;14.3;11.0;0.64;20.83
-42.05;-22.0;6511866.0;19.4;1433.0;22.0;22.0;21.0;19.0;17.0;16.0;16.0;17.0;18.0;19.0;20.0;20.0;22.0;16.0;16.0;9.0;6.0;4.0;2.0;3.0;6.0;12.0;18.0;24.0;115.0;53.1;0.4615;16.646;32.6;14.3;56.9;0.65;24.255;20.2;22.9;1.0;0.6;20.62
-43.88;-21.71;6511868.0;18.6;1538.0;21.0;21.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;18.0;19.0;19.0;27.0;22.0;19.0;8.0;4.0;2.0;1.0;2.0;6.0;12.0;19.0;27.0;120.0;53.1;31.429;10.257;32.6;16.0;35.4;3.9;2.967;50.3;14.3;11.0;0.62;20.11
-43.88;-21.71;6511872.0;18.6;1538.0;21.0;21.0;20.0;18.0;16.0;15.0;15.0;16.0;18.0;18.0;19.0;19.0;27.0;22.0;19.0;8.0;4.0;2.0;1.0;2.0;6.0;12.0;19.0;27.0;120.0;53.1;31.429;10.257;32.6;16.0;35.4;3.9;2.967;50.3;14.3;11.0;0.62;20.11
-42.99;-22.45;6511873.0;23.1;1396.0;26.0;26.0;25.0;23.0;21.0;20.0;19.0;20.0;21.0;22.0;23.0;24.0;19.0;17.0;18.0;10.0;7.0;4.0;4.0;4.0;7.0;11.0;15.0;20.0;132.5;53.1;50.303;0.9909;32.6;14.3;43.25;6.525;18.362;36.05;20.7;3.0;0.57;22.24
-42.99;-22.45;6511874.0;23.1;1396.0;26.0;26.0;25.0;23.0;21.0;20.0;19.0;20.0;21.0;22.0;23.0;24.0;19.0;17.0;18.0;10.0;7.0;4.0;4.0;4.0;7.0;11.0;15.0;20.0;132.5;53.1;50.303;0.9909;32.6;14.3;43.25;6.525;18.362;36.05;20.7;3.0;0.57;22.24
-43.2;-23.03;6511897.0;23.0;1079.0;25.0;25.0;25.0;23.0;21.0;20.0;20.0;20.0;21.0;22.0;23.0;24.0;13.0;11.0;11.0;8.0;7.0;4.0;3.0;3.0;6.0;9.0;11.0;15.0;150.0;53.1;8.0;0.553;32.6;14.3;29.6;12.4;1.247;51.9;18.5;1.0;0.57;19.22
-42.5;-22.55;6511903.0;22.5;1205.0;25.0;25.0;24.0;23.0;21.0;20.0;19.0;20.0;21.0;22.0;23.0;24.0;15.0;13.0;14.0;9.0;7.0;4.0;4.0;4.0;6.0;10.0;13.0;17.0;150.0;53.1;8.0;0.553;32.6;14.3;29.6;12.4;1.247;51.9;18.5;1.0;0.57;20.11
-44.72;-22.37;6511904.0;19.7;1485.0;22.0;22.0;21.0;20.0;17.0;16.0;15.0;17.0;19.0;20.0;20.0;21.0;26.0;23.0;19.0;7.0;4.0;2.0;2.0;3.0;5.0;13.0;16.0;22.0;150.0;58.7;1.5;1.108;23.7;17.6;52.45;2.2;27.295;29.35;18.2;11.0;0.62;22.42
-44.72;-22.37;6511905.0;19.7;1485.0;22.0;22.0;21.0;20.0;17.0;16.0;15.0;17.0;19.0;20.0;20.0;21.0;26.0;23.0;19.0;7.0;4.0;2.0;2.0;3.0;5.0;13.0;16.0;22.0;150.0;58.7;1.5;1.108;23.7;17.6;52.45;2.2;27.295;29.35;18.2;11.0;0.62;22.42
-42.56;-22.35;6511919.0;21.8;1332.0;24.0;24.0;24.0;22.0;20.0;19.0;18.0;19.0;20.0;21.0;22.0;23.0;19.0;15.0;16.0;9.0;6.0;4.0;3.0;4.0;6.0;10.0;15.0;21.0;150.0;53.1;8.0;0.553;32.6;14.3;29.6;12.4;1.247;51.9;18.5;2.0;0.58;20.61
-44.56;-22.25;6511921.0;17.4;1706.0;20.0;20.0;19.0;17.0;15.0;14.0;13.0;15.0;16.0;17.0;18.0;19.0;30.0;26.0;22.0;9.0;4.0;3.0;2.0;3.0;6.0;14.0;19.0;28.0;120.0;53.1;31.429;10.257;32.6;16.0;35.4;3.9;2.967;50.3;14.3;11.0;0.63;21.45
-44.56;-22.25;6511926.0;17.4;1706.0;20.0;20.0;19.0;17.0;15.0;14.0;13.0;15.0;16.0;17.0;18.0;19.0;30.0;26.0;22.0;9.0;4.0;3.0;2.0;3.0;6.0;14.0;19.0;28.0;120.0;53.1;31.429;10.257;32.6;16.0;35.4;3.9;2.967;50.3;14.3;11.0;0.63;21.45
-44.56;-22.25;6511927.0;17.4;1706.0;20.0;20.0;19.0;17.0;15.0;14.0;13.0;15.0;16.0;17.0;18.0;19.0;30.0;26.0;22.0;9.0;4.0;3.0;2.0;3.0;6.0;14.0;19.0;28.0;120.0;53.1;31.429;10.257;32.6;16.0;35.4;3.9;2.967;50.3;14.3;11.0;0.63;21.45
-42.26;-22.5;6511934.0;23.1;1079.0;25.0;25.0;25.0;23.0;22.0;20.0;20.0;20.0;21.0;22.0;23.0;24.0;13.0;11.0;11.0;8.0;6.0;4.0;3.0;3.0;6.0;9.0;12.0;16.0;150.0;53.1;8.0;0.553;32.6;14.3;29.6;12.4;1.247;51.9;18.5;1.0;0.58;18.82
-42.05;-22.0;6511938.0;19.4;1433.0;22.0;22.0;21.0;19.0;17.0;16.0;16.0;17.0;18.0;19.0;20.0;20.0;22.0;16.0;16.0;9.0;6.0;4.0;2.0;3.0;6.0;12.0;18.0;24.0;115.0;53.1;0.4615;16.646;32.6;14.3;56.9;0.65;24.255;20.2;22.9;1.0;0.6;20.62
-44.56;-22.25;6511946.0;17.4;1706.0;20.0;20.0;19.0;17.0;15.0;14.0;13.0;15.0;16.0;17.0;18.0;19.0;30.0;26.0;22.0;9.0;4.0;3.0;2.0;3.0;6.0;14.0;19.0;28.0;120.0;53.1;31.429;10.257;32.6;16.0;35.4;3.9;2.967;50.3;14.3;11.0;0.63;21.45
-43.41;-22.54;6511966.0;23.0;1456.0;26.0;26.0;25.0;23.0;21.0;20.0;20.0;20.0;21.0;22.0;23.0;24.0;20.0;17.0;19.0;13.0;8.0;5.0;4.0;5.0;8.0;11.0;14.0;18.0;150.0;53.1;8.0;0.553;32.6;14.3;29.6;12.4;1.247;51.9;18.5;3.0;0.58;20.99
-43.41;-22.54;6511967.0;23.0;1456.0;26.0;26.0;25.0;23.0;21.0;20.0;20.0;20.0;21.0;22.0;23.0;24.0;20.0;17.0;19.0;13.0;8.0;5.0;4.0;5.0;8.0;11.0;14.0;18.0;150.0;53.1;8.0;0.553;32.6;14.3;29.6;12.4;1.247;51.9;18.5;3.0;0.58;20.99
-42.58;-22.35;6511973.0;21.8;1332.0;24.0;24.0;24.0;22.0;20.0;19.0;18.0;19.0;20.0;21.0;22.0;23.0;19.0;15.0;16.0;9.0;6.0;4.0;3.0;4.0;6.0;10.0;15.0;21.0;150.0;53.1;8.0;0.553;32.6;14.3;29.6;12.4;1.247;51.9;18.5;2.0;0.58;20.61
-44.29;-21.04;6511980.0;19.4;1521.0;22.0;22.0;21.0;19.0;17.0;16.0;16.0;17.0;19.0;20.0;20.0;20.0;26.0;21.0;18.0;7.0;3.0;2.0;1.0;1.0;5.0;13.0;20.0;30.0;150.0;46.425;1.7;0.6037;45.125;8.45;38.425;1.8;13.513;54.025;7.55;11.0;0.65;20.11
-42.05;-22.0;6511988.0;19.4;1433.0;22.0;22.0;21.0;19.0;17.0;16.0;16.0;17.0;18.0;19.0;20.0;20.0;22.0;16.0;16.0;9.0;6.0;4.0;2.0;3.0;6.0;12.0;18.0;24.0;115.0;53.1;0.4615;16.646;32.6;14.3;56.9;0.65;24.255;20.2;22.9;1.0;0.6;20.62
-42.84;-22.07;6511989.0;18.6;1606.0;21.0;21.0;20.0;18.0;16.0;15.0;15.0;16.0;17.0;19.0;19.0;20.0;26.0;20.0;20.0;9.0;5.0;3.0;3.0;3.0;6.0;11.0;18.0;29.0;132.5;53.1;16.364;10.945;32.6;14.3;48.25;1.625;20.988;35.2;16.55;2.0;0.59;21.83
-42.84;-22.07;6511990.0;18.6;1606.0;21.0;21.0;20.0;18.0;16.0;15.0;15.0;16.0;17.0;19.0;19.0;20.0;26.0;20.0;20.0;9.0;5.0;3.0;3.0;3.0;6.0;11.0;18.0;29.0;132.5;53.1;16.364;10.945;32.6;14.3;48.25;1.625;20.988;35.2;16.55;2.0;0.59;21.83
-43.12;-22.56;6512003.0;23.1;1322.0;26.0;26.0;25.0;23.0;21.0;20.0;20.0;20.0;21.0;22.0;23.0;24.0;17.0;15.0;17.0;11.0;7.0;4.0;4.0;4.0;7.0;10.0;13.0;17.0;150.0;53.1;8.0;0.553;32.6;14.3;29.6;12.4;1.247;51.9;18.5;3.0;0.55;22.12
-43.12;-22.56;6512004.0;23.1;1322.0;26.0;26.0;25.0;23.0;21.0;20.0;20.0;20.0;21.0;22.0;23.0;24.0;17.0;15.0;17.0;11.0;7.0;4.0;4.0;4.0;7.0;10.0;13.0;17.0;150.0;53.1;8.0;0.553;32.6;14.3;29.6;12.4;1.247;51.9;18.5;3.0;0.55;22.12
-42.05;-22.0;6512024.0;19.4;1433.0;22.0;22.0;21.0;19.0;17.0;16.0;16.0;17.0;18.0;19.0;20.0;20.0;22.0;16.0;16.0;9.0;6.0;4.0;2.0;3.0;6.0;12.0;18.0;24.0;115.0;53.1;0.4615;16.646;32.6;14.3;56.9;0.65;24.255;20.2;22.9;1.0;0.6;20.62
-43.63;-21.52;6512025.0;20.0;1481.0;23.0;22.0;21.0;20.0;18.0;17.0;17.0;17.0;19.0;20.0;21.0;21.0;27.0;20.0;18.0;7.0;3.0;2.0;1.0;1.0;5.0;12.0;18.0;27.0;120.0;53.1;31.429;10.257;32.6;16.0;35.4;3.9;2.967;50.3;14.3;11.0;0.61;20.24
-43.43;-22.58;6512026.0;23.0;1456.0;26.0;26.0;25.0;23.0;21.0;20.0;20.0;20.0;21.0;22.0;23.0;24.0;20.0;17.0;19.0;13.0;8.0;5.0;4.0;5.0;8.0;11.0;14.0;18.0;150.0;53.1;8.0;0.553;32.6;14.3;29.6;12.4;1.247;51.9;18.5;3.0;0.58;20.99
-42.85;-22.89;6512032.0;23.0;1079.0;25.0;25.0;25.0;23.0;21.0;20.0;20.0;20.0;21.0;22.0;23.0;24.0;13.0;11.0;11.0;8.0;7.0;4.0;3.0;3.0;6.0;9.0;11.0;15.0;150.0;53.1;8.0;0.553;32.6;14.3;29.6;12.4;1.247;51.9;18.5;1.0;0.57;19.22
-42.05;-22.0;6512033.0;19.4;1433.0;22.0;22.0;21.0;19.0;17.0;16.0;16.0;17.0;18.0;19.0;20.0;20.0;22.0;16.0;16.0;9.0;6.0;4.0;2.0;3.0;6.0;12.0;18.0;24.0;115.0;53.1;0.4615;16.646;32.6;14.3;56.9;0.65;24.255;20.2;22.9;1.0;0.6;20.62
-42.05;-22.0;6512034.0;19.4;1433.0;22.0;22.0;21.0;19.0;17.0;16.0;16.0;17.0;18.0;19.0;20.0;20.0;22.0;16.0;16.0;9.0;6.0;4.0;2.0;3.0;6.0;12.0;18.0;24.0;115.0;53.1;0.4615;16.646;32.6;14.3;56.9;0.65;24.255;20.2;22.9;1.0;0.6;20.62
-42.05;-22.0;6512041.0;19.4;1433.0;22.0;22.0;21.0;19.0;17.0;16.0;16.0;17.0;18.0;19.0;20.0;20.0;22.0;16.0;16.0;9.0;6.0;4.0;2.0;3.0;6.0;12.0;18.0;24.0;115.0;53.1;0.4615;16.646;32.6;14.3;56.9;0.65;24.255;20.2;22.9;1.0;0.6;20.62
-42.05;-22.0;6512042.0;19.4;1433.0;22.0;22.0;21.0;19.0;17.0;16.0;16.0;17.0;18.0;19.0;20.0;20.0;22.0;16.0;16.0;9.0;6.0;4.0;2.0;3.0;6.0;12.0;18.0;24.0;115.0;53.1;0.4615;16.646;32.6;14.3;56.9;0.65;24.255;20.2;22.9;1.0;0.6;20.62
-43.0;-22.44;6512044.0;21.2;1634.0;24.0;24.0;23.0;21.0;19.0;18.0;18.0;18.0;19.0;20.0;21.0;23.0;23.0;20.0;21.0;12.0;7.0;5.0;4.0;5.0;8.0;13.0;17.0;24.0;132.5;53.1;50.303;0.9909;32.6;14.3;43.25;6.525;18.362;36.05;20.7;3.0;0.57;21.91
-42.01;-22.6;6512046.0;23.0;938.0;25.0;25.0;25.0;23.0;22.0;21.0;20.0;20.0;21.0;22.0;23.0;24.0;10.0;8.0;9.0;8.0;7.0;4.0;3.0;3.0;5.0;8.0;10.0;13.0;150.0;53.1;8.0;0.553;32.6;14.3;29.6;12.4;1.247;51.9;18.5;1.0;0.57;17.44
-43.01;-22.46;6512051.0;21.2;1634.0;24.0;24.0;23.0;21.0;19.0;18.0;18.0;18.0;19.0;20.0;21.0;23.0;23.0;20.0;21.0;12.0;7.0;5.0;4.0;5.0;8.0;13.0;17.0;24.0;132.5;53.1;50.303;0.9909;32.6;14.3;43.25;6.525;18.362;36.05;20.7;3.0;0.57;21.91
-44.56;-22.25;6512059.0;17.4;1706.0;20.0;20.0;19.0;17.0;15.0;14.0;13.0;15.0;16.0;17.0;18.0;19.0;30.0;26.0;22.0;9.0;4.0;3.0;2.0;3.0;6.0;14.0;19.0;28.0;120.0;53.1;31.429;10.257;32.6;16.0;35.4;3.9;2.967;50.3;14.3;11.0;0.63;21.45
-42.03;-20.76;6512061.0;21.3;1251.0;24.0;24.0;23.0;21.0;19.0;18.0;17.0;19.0;20.0;21.0;22.0;22.0;21.0;14.0;13.0;7.0;4.0;2.0;1.0;2.0;4.0;11.0;18.0;23.0;150.0;53.9;5.2;0.592;37.0;9.1;36.2;5.1;1.487;52.6;11.2;2.0;0.63;21.22
-42.25;-22.5;6512080.0;23.1;1079.0;25.0;25.0;25.0;23.0;22.0;20.0;20.0;20.0;21.0;22.0;23.0;24.0;13.0;11.0;11.0;8.0;6.0;4.0;3.0;3.0;6.0;9.0;12.0;16.0;150.0;53.1;8.0;0.553;32.6;14.3;29.6;12.4;1.247;51.9;18.5;1.0;0.58;18.82
-41.66;-22.2;6512085.0;23.0;1079.0;25.0;25.0;25.0;23.0;21.0;20.0;20.0;20.0;21.0;22.0;23.0;24.0;13.0;11.0;11.0;8.0;7.0;4.0;3.0;3.0;6.0;9.0;11.0;15.0;150.0;53.1;8.0;0.553;32.6;14.3;29.6;12.4;1.247;51.9;18.5;1.0;0.57;19.22
-43.13;-22.59;6512086.0;23.1;1322.0;26.0;26.0;25.0;23.0;21.0;20.0;20.0;20.0;21.0;22.0;23.0;24.0;17.0;15.0;17.0;11.0;7.0;4.0;4.0;4.0;7.0;10.0;13.0;17.0;150.0;53.1;8.0;0.553;32.6;14.3;29.6;12.4;1.247;51.9;18.5;3.0;0.55;22.12
-43.13;-22.59;6512087.0;23.1;1322.0;26.0;26.0;25.0;23.0;21.0;20.0;20.0;20.0;21.0;22.0;23.0;24.0;17.0;15.0;17.0;11.0;7.0;4.0;4.0;4.0;7.0;10.0;13.0;17.0;150.0;53.1;8.0;0.553;32.6;14.3;29.6;12.4;1.247;51.9;18.5;3.0;0.55;22.12
-44.68;-23.05;6512089.0;20.9;2014.0;24.0;24.0;23.0;21.0;19.0;18.0;17.0;18.0;19.0;20.0;21.0;22.0;27.0;26.0;24.0;16.0;10.0;7.0;7.0;7.0;10.0;16.0;20.0;27.0;115.0;53.1;0.4615;16.646;32.6;14.3;56.9;0.65;24.255;20.2;22.9;1.0;0.59;22.08
-44.56;-22.25;6512100.0;17.4;1706.0;20.0;20.0;19.0;17.0;15.0;14.0;13.0;15.0;16.0;17.0;18.0;19.0;30.0;26.0;22.0;9.0;4.0;3.0;2.0;3.0;6.0;14.0;19.0;28.0;120.0;53.1;31.429;10.257;32.6;16.0;35.4;3.9;2.967;50.3;14.3;11.0;0.63;21.45
-42.83;-22.43;6512108.0;22.9;1322.0;25.0;26.0;25.0;23.0;21.0;20.0;19.0;20.0;21.0;22.0;23.0;24.0;18.0;15.0;16.0;9.0;6.0;4.0;3.0;4.0;6.0;11.0;14.0;20.0;132.5;53.1;50.303;0.9909;32.6;14.3;43.25;6.525;18.362;36.05;20.7;2.0;0.57;21.44
-42.84;-22.46;6512125.0;23.1;1396.0;26.0;26.0;25.0;23.0;21.0;20.0;19.0;20.0;21.0;22.0;23.0;24.0;19.0;17.0;18.0;10.0;7.0;4.0;4.0;4.0;7.0;11.0;15.0;20.0;132.5;53.1;50.303;0.9909;32.6;14.3;43.25;6.525;18.362;36.05;20.7;2.0;0.57;22.24
-42.25;-22.5;6512130.0;23.1;1079.0;25.0;25.0;25.0;23.0;22.0;20.0;20.0;20.0;21.0;22.0;23.0;24.0;13.0;11.0;11.0;8.0;6.0;4.0;3.0;3.0;6.0;9.0;12.0;16.0;150.0;53.1;8.0;0.553;32.6;14.3;29.6;12.4;1.247;51.9;18.5;1.0;0.58;18.82
-44.66;-22.63;6512134.0;15.4;1697.0;18.0;18.0;17.0;15.0;13.0;12.0;11.0;13.0;14.0;15.0;16.0;17.0;28.0;26.0;21.0;9.0;4.0;3.0;2.0;4.0;6.0;14.0;18.0;28.0;150.0;66.2;0.6;1.492;7.8;26.0;65.3;1.8;3.687;8.5;26.2;11.0;0.62;21.74
